0,1,2,3,4,5,6,7,8,9,10,11
0.7545534630925091,0.7617546375422314,0.7068308158936122,0.6742360190944845,0.6941469912692916,0.7347488837956473,0.6548057515901313,0.6678286994266928,0.7420400873471439,0.7993558405921006,0.8006460621567498,0.7913546769640333
0.675911486615956,0.7274449224082381,0.6594349953780628,0.6125025856944548,0.6448680274938281,0.6886127978862442,0.6397297120996294,0.5817325999048206,0.6166743884419568,0.6589659122335848,0.676090486107447,0.6678389515959193
0.4850043369636397,0.4220397519332213,0.4133295117412017,0.4484153586894215,0.5200544170201251,0.5831211486081833,0.5630388077762511,0.5220938750281544,0.5959404965321614,0.6957408339465915,0.6353767112281843,0.506048509571049
0.7362068037193614,0.7921504000108228,0.7409641017776883,0.7327640125718714,0.6962267761757325,0.7169254240337997,0.7787663933411029,0.7836815382889584,0.8149725669050386,0.8189084230777937,0.7919328789686263,0.7776344913734005
0.7561852614420775,0.676993242870242,0.5447785022401355,0.5692333004487297,0.5807233663344273,0.580557750649149,0.6250483880918826,0.6245611190262589,0.5350981685761156,0.5634656122086669,0.6348638283846739,0.70067692701653
0.6838206945286107,0.631273342086177,0.6193571006090761,0.6317004661986356,0.6226631878930081,0.6736757892938078,0.6624178722533274,0.6525769405983977,0.644469687394792,0.6699151243453865,0.6728816882659313,0.6714372954017732
0.7339827361902223,0.7466804260737083,0.7468647302209164,0.7029960674479817,0.7121700526497429,0.7011978043483272,0.6166728386170781,0.6298105885502867,0.6592208946740384,0.7100389452778547,0.7041228053390977,0.7295157874313388
0.5173775203324374,0.5070161368596041,0.5157847677485027,0.5638328308267874,0.5866394521124874,0.652898479688507,0.6295543838249337,0.6455200349621224,0.6839507553316734,0.6790452711003441,0.5508273084942392,0.5015267092049388
0.7709045145045611,0.7340702399801446,0.6839716221938252,0.6860357492430792,0.6829126726442755,0.7165156567377746,0.7219725980365104,0.7226996095719291,0.7674117496549039,0.8212659090930727,0.8148680406355115,0.8101124501156776
0.6571502526001819,0.6990974797145959,0.7146807629187394,0.6491684424498766,0.5593046654181479,0.6171736681766806,0.6602835740830624,0.6603454078458323,0.7590032716269438,0.7655598330634643,0.7143488767305302,0.671970349600457
0.5624501856772761,0.539131730920066,0.5102905204303364,0.5401728320450022,0.5508725422641868,0.684584817511494,0.7431505297725425,0.6893936888618419,0.553820728412107,0.5190318980449727,0.5191672970687482,0.5073364099760121
0.6609927806313161,0.7555020892093676,0.7510199599802247,0.7850712643574955,0.7074535963185826,0.6827205931171197,0.6228673849934526,0.6615799843678634,0.7359824455811766,0.7185147990134699,0.6458089025412233,0.6243249721055613
0.6631954512914492,0.674608702086205,0.6667760757924898,0.693228866347391,0.6757460979504581,0.6560223573007589,0.6649195782861033,0.7446975584108463,0.7670085612552358,0.8348994561875228,0.8232505484128471,0.749303827123022
0.6847332702910074,0.6822495840203269,0.7232730728241928,0.7549214092940433,0.7301761161951161,0.6729260309041245,0.6236875142295236,0.7640024584226452,0.7365901247046962,0.6553409788734345,0.5731044814013418,0.5733906086974507
0.730016853255015,0.7731030018485083,0.725551264629853,0.7032600208812885,0.718379355752936,0.6745353648689734,0.6457398130479821,0.6429129619830851,0.7290776224400076,0.7848361603589281,0.8117454705443075,0.7949905379161865
0.7021204999877465,0.734982815338445,0.7359072595227151,0.6319083572792317,0.5488008901049322,0.5078360446710343,0.5723174932714816,0.6197715423668451,0.5753833508687248,0.5862481296981364,0.605752993081053,0.6694074411638729
0.6822880156356252,0.7111372947504706,0.7240710366978348,0.6332925075758516,0.6179026063223781,0.6825906843878892,0.6749951309871548,0.6768903633718204,0.7419749653719705,0.763259002866266,0.7566251094687145,0.7229827548511434
0.6725186758600653,0.7717854755786838,0.7667841911226725,0.7381785559363618,0.713243306643727,0.7514535344032838,0.736442877841317,0.7636444519334368,0.6681099524938495,0.6318671712571329,0.6928282728746072,0.650334754918768
0.7078768776224482,0.6968735601415615,0.7444555602407846,0.8052559248872173,0.7653917473583737,0.6738831235015751,0.7282606569950908,0.7728041202895652,0.7133856410372855,0.749561371730473,0.7517245575222437,0.7656058334009773
0.7558824412627071,0.8066246517549329,0.7110990626502866,0.6878669093822581,0.6894273151050967,0.6425898445214316,0.7289287863128995,0.7200251248190259,0.6868782477022054,0.7143182260656779,0.7855503485977751,0.7721701688809721
0.6747405079247791,0.70620706398019,0.7257286035822914,0.7117535443308058,0.6877122184756546,0.6224125814880658,0.5915010093598394,0.6218036118875347,0.6945276145455825,0.7761026305381056,0.8214479861235836,0.7596629653241427
0.8046899689330463,0.7360606796911175,0.6857767491524367,0.6673120012336518,0.6093098015151236,0.5997839674911047,0.660568930125878,0.7211150141737704,0.7179076039894989,0.7444080112918301,0.8038206597864529,0.7874279785840221
